id,text,word,pejorative,misogyny
80047,@EsercitoCrucian chi sarebbe la cavalla con le briglie 🤔,cavalla,0,0
80048,Non era una cavalla normale,cavalla,0,0
80049,@GrandeFratello E una cavalla e volgare  tutto fuorché  sexy,cavalla,1,1
80050,@lingeriebaybe Che cavalla da monta hmmmmm https://t.co/WPtZqtGlFS,cavalla,1,1
90001,@alwaysmyself87 Perché non ti fai uno spurgo al cervello? Non hai un cesso dove infilarti sotto lo sciacquone?,cesso,0,0
90002,@karsmj La cosa più surreale è che li shippano ancora bohhhh ma se quello è un cesso,cesso,1,0
90003,"Spero che presto Oriana inizi a vedere Daniele per quello che realmente è, un ratto cesso #orianistas sono stufa https://t.co/ux7GwleE43",cesso,1,0
90004,MAMMA MIA REGA ERO AL CESSO E VI STAVO LEGGENDO MI AVETE FATTO VENIRE UN COLPO #oriele,cesso,0,0
90005,daniele sei un cesso con queste battute stop riprenditi,cesso,1,0
90006,Deve essere sempre cesso daniele non c sta nient a fa,cesso,1,0
90007,"@gas_lerner Non sono una fallita e lavoro come tutti, Non me ne frega un cazzo dei soldi, vivo le mie giornate e la soddisfazione non arriva dal lavoro. E ho deliberatamente scelto di non usare i miei titoli di studio. Che posso anche buttarli giù per il cesso. Saluti ne",cesso,0,0
90008,pure il parrucchiere si è reso conto che è durato due ore il bacio vediamo se dopo fa il cesso oppure glielo dice https://t.co/dzHkVGSYFe,cesso,1,0
90009,ma che vuol dire che hanno litigato ma io non mi posso alzare manco 1 secondo per andare al@cesso #oriele,cesso,0,0
90010,Sono quell’amico che non ti manda le foto al cesso ma ti manda le foto del cesso dove ha appena cagato.,cesso,0,0
90011,nn posso nemmeno dire tanto era un cesso perche invece e un fico pazzesco. ma tu puoi ridurti cosi mio dio bestia k fastidio mi fa prudere le mani,cesso,1,0
90012,"@Chiaratw28 @visegrad24 @KamilBortniczuk Quindi i russi normali magari quelli che non possono scappare e che non hanno il cesso in casa devono subire le sanzioni, invece quelli ricchi e famosi possono andare alle olimpiadi?",cesso,0,0
90013,"@bts__haruman squallida sarai tu, l'unica volta che l'hanno chiamata pr giocare e lo hanno fatto apposta insistendo pure, ha fatto bene, almeno abbassa le ali quel  cesso!",cesso,1,1
90014,devo andare al cesso portandomi il telefono sia mai che christian fa il decimo tweet in 5 minuti o alex dica frasi che solo lui stesso sa decifrare,cesso,0,0
90015,Questo  fa il cesso e poi pretende pure che sia lei ad andare da lui. Boh #uominiedonne https://t.co/Y2cIgsydY4,cesso,1,0
90016,"@provax922 È doppiamente coglione perché lo sapeva che Carola se ne sarebbe andata. Se sperava in una dichiarazione d’amore, la provocazione doveva essere ben diversa. Che ratto cesso!",cesso,1,0
90017,che coraggio baciare quel cesso intasato di tacazzi #gfvip,cesso,1,1
90018,@gicarestik2 Che cesso di persona Orianana 🤢🤢🤢,cesso,1,1
90019,@Mov5Stelle Attenzione parle il campione del mondo delle cazzate. Zitti zitti ascoltiamolo. Io lo faccio sul cesso. Mi stimola,cesso,0,0
90020,rocco ti devi vergognare non si invalidano i sentimenti delle persone così SEI UN CESSO\n#cepostaperte,cesso,1,0
90021,dai che cesso che fa finta di non ricordare,cesso,1,0
90022,@Silvia00072 Una caduta devi fare in cesso pieno di merda,cesso,0,0
90023,@hortominnesota Joe hai mai provato a mettere la testa nel cesso,cesso,0,0
90024,@PeppinInter Un cesso vivente,cesso,1,0
90025,@karikatura2609_ Bè le telecamere ci sono si chiama grande fratello tavassone de merda ...chiudi il cesso che c'è una gran puzza de merda💩💩💩💩🚽🚽🚽🚽,cesso,0,0
90026,@yooncyTV Esci dal cesso che devo cagare😒,cesso,0,0
90027,@NicolaPorro Le fanno presentare Sanremo pur essendo un cesso e si lamenta del razzismo. Allucinante.,cesso,1,1
90028,"@agambella Soldi buttati nel cesso, bastava un ago",cesso,0,0
90029,@sh3stroia però almeno il cesso chiudilo,cesso,0,0
90030,@mariamacina Oppure spara citazioni in giudizio ad capocchiam al modico prezzo di 72mila euro\n🧻🧻Carta da cesso un po' cara...\n🧻 🧻 altro che rotoloni che non finiscono mai...,cesso,0,0
90031,"@SalvOasi Un letto merdoso, un anno buttato nel cesso, non trovare lavoro se non sei militesente, la ragazza che ti lascia, far finta di rispettare degli imbecilli perché hanno un disegno diverso sulla spalla o più stelle sotto al basco.\nRicorda quando avevamo 20 anni, unico lato positivo.",cesso,0,0
90032,@luana14275 @MangelaVilo Che cesso,cesso,1,1
90033,@fradicidigioia e tu una subumana che difende un cesso subumano,cesso,1,1
90034,"cazzo si apre la busta era pure brutto il tipo,se fosse stato un bonazzo già un pensiero ci stava ma era pure cesso",cesso,1,0
90035,Antonino (giustamente) SCHIFATO! Che cesso demmerda Edobau 🤮 #gfvip #teamspina https://t.co/Lywl3K9KvH,cesso,1,0
90036,@HSkelsen E poi li butti nel cesso.,cesso,0,0
90037,@gicarestik2 Beh detta da lui che è un cesso 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,cesso,1,0
90038,"Con il pianto abbiamo messo l'ultima spunta ai cliché dell'uomo cesso, ratto che tradisce tutte le donne della sua vita. #cepostaperte",cesso,1,0
90039,"@RiccardoLuppino e tu moglie sta sotto terra, cesso blatta",cesso,1,1
90040,"Eh niente, ti hanno battezzato con l’acqua del cesso",cesso,0,0
90041,Tafalso non perde occasione di denigrare Antonella. 38anni buttati nel cesso #Gfvip  #donnalisi,cesso,0,0
90042,maria anche se provasse qualcosa non merita quel cesso al suo fianco #cepostaperte,cesso,1,0
90043,@AuGabriella3 @Mov5Stelle @Massimi07355017 @MicheleGubitosa Non sapevo che il cesso avesse bisogno dello scalda letto! A meno che il tuo letto non sia un cesso! 😂😂,cesso,0,0
90044,@AnacletoMitrag2 A me mi si intasa pure il cesso in continuazione.,cesso,0,0
90045,Quando si dice che gli opposti si attraggono LEI ICONICA LUI UN RATTO\nLEI BONA LUI UN CESSO\nLEI SLAY LUI SCAPPATO DI CASA #cepostaperte,cesso,1,0
90046,@TolliVincenzo Sono andati nel cesso,cesso,0,0
90047,Ah mo il cesso ratto si ricorda di lei .... #MareFuori3,cesso,1,0
90048,@uunformat È Daniele che è cesso stasera 🤣 per quello lo vediamo diverso Luca ⚰️,cesso,1,0
90049,@janavel7 @vfeltri Piuttosto mi lavo i denti con lo scopino del cesso,cesso,0,0
90050,@platonizd Edobau è un cesso enorme🤮,cesso,1,0
12001,"https://t.co/81mg6AqT95\nLa civetta canta,\nle ordino di tacere,\nlei tace.\n\nIl mio lato oscuro prende il sopravvento.\nLe tenebre, ora, regnano in me.\nQui v'è solo ordine.\n\nLa civetta canta,\nle ordino di tacere,\nlei tace.\n\nHo chiesto al Grande Maestro,\nesaudisce ogni mio...",civetta,0,0
12002,"@2Ftcrlqqf @3rnest3rnest7 Si e no,si era candidato al comune con lista civetta piddina,più che altro è una bimba di B&amp;B",civetta,0,0
12003,@UGiangrieco Don Mariano ne il giorno della civetta… bellissimo (nel film l’hanno annacquato ‘sti deficienti),civetta,0,0
12004,"@elenaborsa @a_ponchielli @MariuzzoAndrea @cristinamucciol @LoSlowpoke Si confonde: sono i suoi Maestri, le fonti che ho allegato a mescolare il tutto\nNon può operare in una bolla di vetro. Anzi, sappia che la ""sua"" biblioteca è strumentale all'altro ""tipo"": è un ""prodotto civetta"" che serve a tenere ""nascoste"" quelle arbitrariamente ""non pubbliche""",civetta,0,0
12005,"Cantus VIII - La civetta https://t.co/cf3bcFMLJz \nLa civetta canta,\nle ordino di tacere,\nlei tace.\n\nIl mio lato oscuro prende il sopravvento.\nLe tenebre, ora, regnano in me.\nQui v'è solo ordine....",civetta,0,0
12006,@CirottoAntonio aspetta una civetta che te la riporti,civetta,0,0
12007,"@_Salvo_18 Ho perso la civetta vicino al Pandora, ed indovina? Non l'ho ancora trovata",civetta,0,0
12008,"@BimbePeppe @SBidimedia Il ""compagno"" Cuperlo funge, come ai tempi di Civati, sempre da ""civetta"" per fottervi. Immancabile.",civetta,0,0
12009,"Lascio qui una civetta tenerissima con problema neurologico (non vola e tiene la testa così) ma lei comunque super feliciona perché i falconieri l’hanno salvata e la accudiscono come un bambino, io innamorata al primo sguardo 🫠❤️ https://t.co/LUjS8ZRAQ2",civetta,0,0
12010,"@salzheimer @terrasenzapane @Tatolina321 Il mio primo amore è stato così: non corrisposto e un po' crudele: una civetta.\nDa allora ho capito che non si chiama amore, ma infatuazione.\nE scappo subito se dà avvisaglie.\nAmori non corrisposti solo se ti chiami Petrarca e ti guadagni 7 secoli di fama nelle antologie.",civetta,0,0
12011,@isola_in Mmmmm.... Non lo so.... Se una donna fa la civetta difficilmente dite di no,civetta,1,1
12012,"Signorotto7\nCra, Cra, Cra, è quel fagiano\nChe si sente un cormorano?\nCra, Cra, Cra, quella civetta, è una grande smorfiosetta\nCra, Cra, Cra, il grande gufo\nDella moglie è proprio stufo\nE per stare lì a gracchia re sempre intenta a ridà chiare\n,, da re inverno di Antonella",civetta,0,0
12013,@Lily91885479 @Mariagb3 @GrandeFratello E come mai questo video di cui parla il corriere non lo pubblicano.?\nTra quello che scrivono sui titoli e quello che poi c'è effettivamente scritto nell'articolo ci passa un abisso.\nSi chiamano Titoli civetta.,civetta,0,0
12014,"Cipolla e Arte\nFelice Boselli e la Natura Morta\nDispensa con Ortaggi, Funghi, Selvaggina, Testa di Vitello e Civetta. 1690.\n\nhttps://t.co/DI4v5TBZNp https://t.co/MnwfD24anq",civetta,0,0
12015,"Nikita è come  è stata imitata da Milena   l’avete vista in una puntata truccata di nero che sembrava mortisia? Ha uns risata da matrigna di Biancaneve quando si guarda allo specchio, e sussurra all’orecchio di Daniele paroline contro Oriana sembra la civetta sul comò. #gfvip",civetta,1,1
12016,"Questa estate avevo sentito la civetta cantare, ora le conseguenze.",civetta,0,0
12017,@marcopirla 😂 posso sempre usare l'account civetta 👀,civetta,0,0
12018,"Lei: misteriosa, implacabile, vendicativa; e bellissima\n\n  ~L. Sciascia ""Il giorno della civetta"" https://t.co/OJYWoGx7Jc",civetta,0,0
12019,"@lefrasidiosho ""Aho', ma Medvedev e coso, come se chiama, ah, Peskov, quello che pare 'na civetta impagliata, ma dove li' mannamo?""\n- ""Ahò, ma te lo devo proprio dì?""\n#Zelensky #Sanremo2023",civetta,0,0
12020,o Civetta!,civetta,0,0
12021,"Ecco la piddina che assomiglia a una civetta sul trespolo.\nPoverina se stesse zitta si potrebbe anche guardare, invece non si può ne guardare ne ascoltare.",civetta,1,1
12022,1 euro con la civetta vale €1.440: ecco di quale parliamo https://t.co/XPJ4y9PGbs,civetta,0,0
12023,"@liarhogws Cani, civetta, drago, coniglio e penso di non aver dimenticato nessuno",civetta,0,0
12024,ma ha senso “alla fine la civetta accende l’ira e ucc1de la cicala con un pugnale”…? mi sembra un pochino eccessivo,civetta,0,0
12025,"Michelangelo Meraviglioso ! \nScultura allegorica sopra la tomba di Giuliano de’ Medici\nSi trova a Firenze in San Lorenzo Sacrestia Nuova\nSotto la gamba della #Notte è raffigurato un barbagianni, non una civetta ! https://t.co/sJ6XP9HjvB",civetta,0,0
12026,Che meraviglia la #ValdiZoldo innevata! Oggi andiamo alla Baita Civetta partendo da Pecol: una facile escursione su pista battuta da fare anche senza ciaspole. Prima di partire consulta il bollettino meteo e neve ⚠  \n\n❄️https://t.co/988NrcUDsU\n\n#VisitVeneto \n\n📸Foto @valdizoldo https://t.co/xwtvMLtyjF,civetta,0,0
12027,"Vi capita mai di incontrare all'improvviso un animale selvatico? Una Poiana su un ramo, una volpe a bordo strada, un cinghiale, un riccio, una civetta... sono quegli incontri fugaci che mi rendono felice.",civetta,0,0
12028,"Scappa con una gomma bucata, va contromano e sperona un’auto civetta: colpi di pistola all’Ikea per fermare il ricercato https://t.co/RA7VBwyx5M",civetta,0,0
12029,"Dal Friuli scappa con una gomma bucata, va contromano e sperona un’auto civetta: colpi di pistola all’Ikea per fermare il ricercato: Un inseguimento partito da Gorizia che stava per terminare a Padova: l’uomo è riuscito a fuggire con i poliziotti che… https://t.co/VpxyCVspd7",civetta,0,0
12030,"N. Gatta: ""Esperienza straordinaria. Non era una ""candidatura civetta"" \nhttps://t.co/4Y23sCcCA1",civetta,0,0
12031,# il Piazzo di Biella #\n#Ristorante La Civetta #\n❤️ https://t.co/slWx3bfBdN,civetta,0,0
12032,"@ricciomorbidoso Eh sì… e molte idee vengono presentate sapendo già che non potranno mai vedere la luce: è il così detto effetto richiamo, un po’ come i prodotti civetta…",civetta,0,0
12033,@AdrianaSpappa Si tenga per lei le sue esternazioni frottole da civetta. De gustibus non disputandum est.,civetta,1,1
12034,"Elezioni Provincia di Foggia, l’ex presidente Nicola Gatta saluta e attacca la Lega: “Candidatura civetta” \nhttps://t.co/P7ndBIjQ32",civetta,0,0
12035,"@GrandeFratello MA LA FATELA FORI STA CIVETTA , GALLINA SPAGNOLA  !!",civetta,1,1
12036,@GinaJardines Civetta delle nevi. 😍😍😍,civetta,0,0
12037,"@BroccoloGina @isabellarauti @GiorgiaMeloni Vero, però io sapevo che porta male sentir cantare la civetta",civetta,0,0
12038,@SrtoMila Ma come fa Daniele a cambiare idea su Oriana?Sta sempre attaccata come una cozza ad Onestini non capisce niente non so come fa a piacere una ragazza così Daniele gliel ha  detto in tutte le salse che il suo comportamento non gli piace ma lei continua a fare la civetta,civetta,1,1
12039,@LucySpiller00 Quella è una civetta…,civetta,1,1
12040,@GrandeFratello Per fare nn la fate cantare sta civetta,civetta,1,1
12041,@fairytale10101 Ha ragione Edoardo fa’ la civetta con  Andrea con la scusa dei piatti fletta con Andrea lava i piatti ride scherza gli mette le mani in faccia nn è in reggiseno lava tutti i piatti con Edoardo non faceva niente e lo lasciava solo,civetta,1,1
12042,"“Tradito da Monti Dauni e candidatura civetta di Di Mauro”, lo sfogo di Gatta dopo la sconfitta a Palazzo Dogana https://t.co/tcskkVDplC",civetta,0,0
12043,"#1 il giorno della civetta\n\nliterally took me una vita per finire questo libro uh i can see why è consigliato da tutte le professoresse di italiano e sono felice di averlo letto, let me just say non il libro più scorrevole che abbia mai letto https://t.co/XDV9Gg3ngL",civetta,0,0
12044,"I loro sono Twitt civetta, provocano migliaia di risposre su argomenti costruiti per distrarre.\n\nAiutaci a rendere Twitter un posto migliore:\n\n#blocchiamoliNOI\n#facciamorete https://t.co/kzJWWjUlRj",civetta,0,0
12045,"Sette Meno Uno (Il Cane, La Volpe, La Civetta, Il Fagiano, Il Cavallo, I... https://t.co/866GSa7Pwj via @YouTube",civetta,0,0
12046,"@GiovaQuez Immagino che, per costui, ""Il giorno della civetta"" ( ad esempio) sia un fumetto di uccelli",civetta,0,0
12047,"Sbadiglia Adele, la bianca civetta d'Islanda: vee EE BIAA TTTa AA vee.",civetta,0,0
12048,@DanieleRoveto Assomiglia ad una \ncivetta 😄,civetta,0,0
12049,Prima di Loretta la civetta e di Human Movement https://t.co/arES0UIWbw,civetta,0,0
12050,@SBruganelli Video dove civetta con gli uomini che io visto che con il sedere si strusciava a Andrea peggio di Oriana che era ubriaca edo la tolta in piu’ con la coperta Antonella era con le chiappe di fuori e tante strusciate non mettete i video di edo pure se sbaglia a respirare abbiamo,civetta,1,1
13001,"@francesca_g09 salti da un cavolo all’altro che significa, che oriana è una contadina? ahahahah scusa ma quanti anni hai? non riesci a reggere una conversazione? comunque anche tu mi stai cacciando, non fare la bulla 😔",contadina,1,1
13002,"@artdielle @fabianomas @LibriLonganesi @Basil_73 @HapCollins @Paolashap @danisetta @recerusse @raf_rob @TLarina1837 @Contornidinoir @laurapezzino Ho appena riletto “Le libere donne di Magliano” di Mario Tobino. Un tuffo in un’Italia contadina che non esiste più, un tocco magico nel toccare temi scabrosi come la follia e la segregazione.",contadina,0,0
13003,"@Annalisafri Educazione. Se poi ad essere maleducato e’ una persona che ha cultura lo sono ancor di più .  La saggezza contadina di una volta, quella dei miei nonni ad esempio, non necessitava della cultura per capire il rispetto …",contadina,0,0
13004,"Dal Premio tecnico-scientifico a quello Letterario e Internazionale per sottolineare l'attualità della civiltà contadina,il passo è stato naturale.Grazie a un prodotto fino a ieri considerato povero,una distilleria di Grappa diviene una volta all’anno una capitale della cultura. https://t.co/TZYEbX534i",contadina,0,0
13005,@LaSignoraLupo Mai cambiato sempre stato così ma la classe contadina dell'epoca non se ne accorgeva come oggi i nuovi ignoranti magari pure con laurea delle merendine 🤣,contadina,0,0
13006,"@KekkaW__ @Claudia73078744 Casualmente l’ordine restrittivo arriva quando Antonella è chiusa nella casa e non lo vede da mesi, non quando ancora stavano assieme.\nCasualità GIGANTE. Poi abbiamo già visto che suo padre è disposto a pagare pur di mandare avanti quella contadina si sua figlia #gfvip #spartani",contadina,1,1
13007,"Léon Bonnat, ""Una contadina egiziana e il suo bambino"". https://t.co/IaFwsLZcE3",contadina,0,0
13008,"@ylefsch La ""colazione VERAMENTE tradizionale italiana"", contadina: farinate varie con qualche avanzo della cena o formaggio, uova, pane e latte, (poco) salume  d'inverno, e pan bagnato con pomodoro, condimento, vino, ricotta e (poco) marmellata o miele o avanzi della cena, d'estate, 🥰",contadina,0,0
13009,"@EsmeraldaMori1 @stellainblack @MadameA02 Ma no. È anche un cesso. Intendiamoci, espone tutte le sue pessime ascendenze da contadina borgatara. Certo, non è la pupona della NATO, dai. È un cesso, e ce lo meritiamo. https://t.co/0OS5BOCYPv",contadina,1,0
13010,"@rusembitaly con le loro famiglie.\n● La ribellione contadina di Tambov (1920-1921): ~ 240.000 ribelli e civili furono uccisi dalle forze comuniste.  L'Armata Rossa ha usato armi chimiche per combattere i contadini.\nI dati degli archivi sovietici indicano che 2,4 milioni di Kulak furono",contadina,0,0
13011,Bologna: Il Museo della Civilt Contadina riapre al pubblico. Online il nuovo sito e un logo speciale per festeggiare i suoi 50 anni - https://t.co/Yx13SrcKlI... https://t.co/cHeqca4Tr7,contadina,0,0
13012,SONRISO\nPubblicità contadina... (ti prende per la gola) https://t.co/8yzEorlfr8,contadina,0,0
13013,io contadina poco apprezzata posso dire,contadina,0,0
13014,ma voi una contadina così ce l’avete bah https://t.co/xxqerZuPPR,contadina,0,0
13015,@systhemes @claudiocerasa Governo in agricoltura contadina vuol dire bottino,contadina,0,0
13016,@Cicci_Esmeralda Hola bellissima contadina😘😘😍,contadina,1,0
13017,"✨𝐀𝐋𝐋𝐀 𝐒𝐂𝐎𝐏𝐄𝐑𝐓𝐀 𝐃𝐈 𝐕𝐈𝐋𝐋𝐄 𝐄 𝐂𝐀𝐒𝐓𝐄𝐋𝐋𝐈✨🗓 il 5 Febbraio 📌 #ExtraBo vi accompagna a #VillaSmeraldi, oggi sede del Museo della Civiltà Contadina Bentivoglio - che sorge all’interno di un parco storico all’inglese 🏰🌿https://t.co/6nK7TnnPVM @turismoER https://t.co/qNBpGLzk86",contadina,0,0
13018,@OnceUponATeddy Chiara classica contadina analfabeta che vive fuori dal mondo e quindi non può venire a sapere del libro del millennio,contadina,1,1
13019,@sfnnicita In versione contadina,contadina,0,0
13020,"Fave e cicorie, un grande classico della tradizione contadina pugliese 😋\n\n#WeAreinPuglia #VieniamangiareinPuglia        \n\n📸 @oggi_cucina_rosanna https://t.co/hKWAohtSMj",contadina,0,0
13021,"Pasta e fagioli? Sì, ma con le cozze! Abbiamo arricchito questo piatto aggiungendo un po' di mare a una ricetta tipicamente contadina 👇Da leccarsi i baffi 😋 #LCIdal1929 #pastaefagioli #cozze https://t.co/OYple1kVk0",contadina,0,0
13022,Pallotte cacio e ova: la ricetta contadina che piace a tutti!\n https://t.co/G1CCfzjmQD #03Febbraio #Ricette #Pallottecacioeova #Pallottecacioeuova https://t.co/j95moEBmXQ,contadina,0,0
13023,"guardiani del campo, guardiani del suolo … guardiani feriti   CREMONA. MUSEO DELLA CIVILTA' CONTADINA.   Un’installazione ed un video dell’artista Angelo Reccagni a Cremon , al Cambonino - Museo della civiltà contadina.    Guardiani feriti… https://t.co/BzxAqO4SUD",contadina,0,0
13024,"guardiani del campo, guardiani del suolo … guardiani feriti   CREMONA. MUSEO DELLA CIVILTA' CONTADINA.   Un’installazione ed un video dell’artista Angelo Reccagni a Cremon , al Cambonino - Museo della civiltà contadina.    Guardiani feriti… https://t.co/ERDnNxzqBf",contadina,0,0
13025,Sono un naturista di nascita .\nVengo da una cultura contadina di generazioni .\nLa Natura è il miglior maestro che \nl' uomo possa avere. https://t.co/xB3P7m1VyR,contadina,0,0
13026,https://t.co/SL2tl0VWgx #Ricette e #Cucina italiana\nLa storia della vignarola: la ricetta contadina degli antichi Romani https://t.co/esedNECQcl,contadina,0,0
13027,"non capisco perché tanto odio per la skin di ayaka, sembra una contadina love her",contadina,0,0
13028,"#Febbraio in ""Les Très Riches Heures du Duc de Berry""\nQuesta miniatura, eseguita tra il 1438 e il 1442 da un pittore anonimo alla corte di Carlo VIl, è, a differenza di quella di gennaio, dedicata alla durezza della vita contadina in inverno. https://t.co/54eQffES54",contadina,0,0
13029,Il Museo della Civiltà Contadina ad Art City 2023 #emiliaromagna https://t.co/Opipcw0NaP https://t.co/K542u4w98y,contadina,0,0
13030,GENERALE DIETRO LA COLLINA\nCI STA LA NOTTE BUIA ED ASSASSINA \nE IN MEZZO AL PRATO C’È UNA CONTADINA\nCURVA SUL TRAMONTO SEMBRA UNA BAMBINA https://t.co/SGQqdPBuEc https://t.co/ZfujbNQYMd,contadina,0,0
13031,"Il profumo e gusto della tradizione contadina pugliese 🥰\n\n🌹PURE DI FAVE con VERDURE DI CAMPAGNA (Cicureddhre, Spruscini, Zanguni e Bietola)🌹\n\nPER VEDERE LA VIDEO RICETTA,\nCLICCA SUL LINK: 👇\n➜ https://t.co/FyGxiqfeEI\n\n#2febbraio #Food #RecipeOfTheDay #puglia #Italian #Foodie https://t.co/zy9UGpBzKB",contadina,0,0
13032,Ora come allora.\n\nInfo scatto\nSony a7iii + Sony 90mm\n1/160 90mm f4 ISO 400\nLuce naturale\n\n#abruzzo #pastore #contadina @ Vasto Marina https://t.co/8645MFwIJJ,contadina,0,0
13033,"Conti alla contadina, forse in 10 al prezzo attuale 🤣",contadina,0,0
13034,"Torgiano: centenario Rina Gatti, una camminata tra le pagine della scrittrice contadina. L'iniziativa domenica 5 febbraio\nhttps://t.co/V2f0XKNUkd https://t.co/I3cGAEuPAv",contadina,0,0
13035,"🔔 Il ""Giorno della Candelora"": perché può predire la fine dell'inverno\nIl 2 febbraio è la festa della Candelora, che deriva da antichi riti pagani, e nella tradizione contadina può rappresentare la fine dell’inverno\nhttps://t.co/qIbP6bSh3o",contadina,0,0
13036,"#Buongiorno ☀️🌞 \nOggi, #2febbraio la #Candelora. Una festa che ha radici nella tradizione contadina e in quella religiosa. Come dice il proverbio: “Se c’è sole a Candelora dell’inverno sèmo fora, ma se piove o tira vento, nell’inverno sèmo dentro"".",contadina,0,0
13037,"#curiosità: il giorno della #candelora si celebra il #2febbraio e cade esattamente 40 giorni dopo Natale. Nella tradizione contadina, invece, è importante per i raccolti: si crede infatti che le condizioni meteo di questa giornata indichino l'inizio...\n\nhttps://t.co/93mfkgzLPZ",contadina,0,0
13038,"Secondo una vecchia tradizione dopo i gelidi giorni della Merla arriva la Candelora, festività che, sebbene sia religiosa, è molto legata a credenze popolari di origine contadina, dove questo giorno è particolarmente sentito.\n#2febbraio #candelora https://t.co/8GXNr8zPMA",contadina,0,0
13039,#ArtePerLArte BG👩\n@albertopetro2 \n@GaiaGaudenzi \n@migliaccio31 \n@RitangelaPrivi1 \n@claudioborlotto \n@JohnDante_\n@Petra71301259 \n@angelicadisogno \n@Sensibilia8 \n@RamellaUgo\n@karmendida\n@PaolaToogoodxme \n@Rebeka80721106 \n@arteeblog \n@EnricoCastrovil\n🎨Ubaldo Oppi\nGiovane contadina https://t.co/070JwSqOnP,contadina,1,0
13040,AGEVOLAZIONE PROPRIETA' CONTADINA - Decadenza se il fondo viene affittato https://t.co/SlnuUxak4C,contadina,0,0
13041,@rosy1992011 @VittoriaDP_ Esatto… su ig ho trovato questa traduzione… ecco perché Seyran è impazzita… già stava su di giri…nessuno si mette sulla mia strada come una contadina…ma io altro che tirare i capelli… le avevo fatto lo scalpo e con quello ci avevo soffocato ferit,contadina,1,1
13042,@rosy1992011 @VittoriaDP_ Eh vabbè ma guarda quelli sopra…Pelin stasera ha gettato la maschera… le ha dato della contadina…sono gli altri che surclassano Sultan di troppo,contadina,1,0
13043,Contadina a chi??? Sei tutte noi Seyran!!🤣🤣🤣🤣 #YaliCapkini https://t.co/xdbxdedutN,contadina,1,0
13044,@dassste Sarà che sono stata una contadina e ho avuto le galline 🤣🤣🤣,contadina,0,0
13045,La nuova #agricoltura contadina. Incontro con Giannozzo Pucci il 3 febbraio a #Siena nella sede di Officina Solidale https://t.co/PvPN2x7EC7,contadina,0,0
13046,"@il_misantropo Questa cosa dei piatti vintage non l'ho mai capita, proprio ora che ritorna alla ribalta la vecchia cucina contadina. 🤔",contadina,0,0
13047,"Nuovi eroi, vecchi ipocriti.\n\nQuesta signora, nella foto, non sapeva di essere un esempio di eroismo, di coerenza e di coraggio. Era semplicemente una contadina che vendeva i suoi prodotti su un 'barocio' tirato da una cavalla, cento anni fa.\n\nIl suo nome era Carmela ⬇️ https://t.co/JiwEpochir",contadina,0,0
13048,"contro l'Italia beota, ignorante, contadina, disattende perfino il punto organizzativo, scivolando nella macchietta di sé stesso, fra 'militi' che ...tirano a campare e deliranti invasati completamente avulsi dal reale.Chi si salva? Probabilmente chi fugge, pare suggerire Grilli.",contadina,0,0
13049,"È il piatto forte di un ristorante di Albano. Loro sul menù la chiamano ""contadina"". La gente sembra apprezzarla moltissimo.\nLe parole so' importanti. https://t.co/nlk45Jh9PN",contadina,0,0
13050,"@MARI151280 @lanenacolmuso Tipica contadina. \nD'altronde le mie origini sono quelle. E mi pento di non aver voluto (o mi dispiace che mio padre non mi abbia spinto a) lavorare un po' più in campagna da ragazzo. \nPenso che la mia percezione della campagna e della natura sarebbe più empatica, ora.",contadina,0,0
14001,#palombelli ha chiesto nulla alla Meloni su Donzelli/Del Mastro? Non credo proprio. Da sempre rete4 è la rete cortigiana dei governi della destra.,cortigiana,0,0
14002,"@Rosa86299368 Provalo x l atteggiamento della tua beniamina, invece \nCosa ci sarebbe di disgustoso??? che beva lo han visto tutti, che abbia una comportamento da cortigiana pure\nLa verità fa male, rassegnati carissima",cortigiana,1,0
14003,"@repubblica Perché secondo Repubblica gli imprenditori davano retta allo scoreeggione e alla cortigiana, chiedo eh?",cortigiana,1,0
14004,@CarloMossa A te che fosti la più contesa la cortigiana che non si dà a tutti ed ora all'angolo di quella chiesa offri le immagini ai belli ed ai brutti lascio le note di questa canzone canto il dolore della tua illusione a te che sei per tirare avanti costretta a vendere Cristo e i santi.,cortigiana,0,0
14005,"@AnnalisaChirico @Cartabiancarai3 @RaiTre Ma,in quanto ""giornalista"",non ti crea alcun imbarazzo sentirti così a tuo agio nel ruolo della cortigiana? (Per cortigiana intendo persona vicina ai reali incapace,per convenienza,di alcun atteggiamento critico: assolutamente niente altro.)",cortigiana,0,0
14006,"@PattyPeixinha @NemesiTua @TreizeJeanne Eh sì proprio così faccio, ci conosciamo no? Pensi di insultarmi chiamandomi cortigiana o ancella? Divertiti ✨",cortigiana,1,0
14007,@berlusconi Comincia a far sparire la cortigiana Ronzulli dall'orizzonte...,cortigiana,1,0
14008,@HoaraBorselli Come mai fai delle figuracce così plateali? Forse perché sei una cortigiana della destra razzista e devi sfornare contenuti divisivi e rancorosi anche quando è palese che non ne sai una piccia?,cortigiana,1,0
14009,"@Carlaluna71 @_soleilandia_ Bassa ""cortigiana"" direi",cortigiana,0,0
